Country,tf_dense_MAPE,LR_MAPE,SV_MAPE,XGBR_MAPE,category
2275,5.420903,3.9690197,5.352637,5.357804,LR
2282,4.4640665,8.9262085,3.1250021,3.101447,XGBR
2290,9.739402,9.162554,11.142294,11.151816,LR
4001,0.85975,0.5109574,0.33728877,0.3374492,SV
4003,3.3674507,4.314166,4.215337,4.2617173,tf_dense
4005,3.7557092,4.749929,3.4546204,3.4686706,SV
4007,1.4263644,1.0759108,0.85713106,0.9042362,SV
4009,1.3559794,2.8508086,1.7131504,1.6334107,tf_dense
4011,1.9616991,2.3190444,2.5960412,2.6922681,tf_dense
4012,1.219511,0.7911333,0.7928083,0.80080277,LR
4013,0.87120503,0.8061372,0.8095192,0.8503146,LR
4015,1.5107614,1.8234694,1.773298,1.7964303,tf_dense
4017,0.94308144,1.2030548,1.9466313,1.9322555,tf_dense
4019,2.497011,3.0657442,2.8174467,2.7922664,tf_dense
4021,3.628234,0.9844955,0.61426806,0.61298645,XGBR
4023,2.1360297,1.0692647,1.2472593,1.2416633,LR
4025,1.4640747,1.5972601,1.1658049,1.2062991,SV
4027,0.6092259,0.54025924,0.91332746,0.9727722,LR
5001,4.2493343,3.341712,1.1353695,1.1490684,SV
5003,5.0210595,2.3901577,2.822753,2.9062836,LR
5005,2.363111,2.6941655,0.77533305,0.7832175,SV
5007,4.7288065,3.362862,3.1427474,3.2212706,SV
5009,3.3913295,2.7944365,2.6258473,2.6395743,SV
5011,9.355707,9.693524,8.824998,8.803925,XGBR
5013,10.55337,25.13903,14.065935,14.147368,tf_dense
5015,2.960583,0.5029925,1.9834559,1.9807998,LR
5017,4.271555,3.9321303,2.449603,2.4957054,SV
5019,8.5235815,6.9847574,4.815636,4.8040056,XGBR
5021,5.200101,8.1739,4.842406,5.0355077,SV
5023,1.3613656,1.1219498,2.2199702,2.3456235,LR
5025,2.9985926,3.7985346,2.251227,2.334053,SV
5027,0.69236857,3.0418873,1.586479,1.4748445,tf_dense
5029,2.48767,4.4848976,1.3082676,1.3084724,SV
5031,4.537789,4.1260557,1.4816298,1.4860328,SV
5033,1.1613635,2.5369303,3.1236496,3.1035812,tf_dense
5035,3.1547897,2.2271726,1.4093375,1.4098303,SV
5037,4.22496,3.676103,4.261936,4.4277525,LR
5039,7.626307,5.837411,6.9199324,6.8912296,LR
5041,4.1385403,4.9871845,4.371863,4.3856173,tf_dense
5043,4.7657065,6.541534,5.212184,5.18546,tf_dense
5045,2.0691147,2.1231248,1.5703306,1.6173655,SV
5047,1.0194061,0.8934779,1.3474174,1.3407832,LR
5049,10.359643,2.8724334,6.351488,6.4285555,LR
5051,3.3898094,4.483534,2.4581723,2.5143883,SV
5053,5.284841,5.5782175,6.678519,6.8103886,tf_dense
5055,3.6833518,53.074944,1.6265177,1.6318038,SV
5057,7.8874817,7.76108,7.7838993,7.867756,LR
5059,1.6933454,2.5615542,2.6142874,2.6167984,tf_dense
5061,5.102981,7.915121,4.6042953,4.6423817,SV
5063,6.3086534,5.962251,6.351027,6.1433377,LR
5065,2.6265614,8.287824,2.622249,2.6176708,XGBR
5067,4.2447047,5.9676943,4.325442,4.184126,XGBR
5069,3.6433454,3.0418298,3.6891687,3.6887872,LR
5071,1.9644052,2.2995663,2.1132123,2.0864034,tf_dense
5073,6.936881,11.794079,10.465854,10.389209,tf_dense
5075,2.5035164,6.3471766,1.6006721,1.6667552,SV
5077,15.343732,20.774834,12.502501,12.535601,SV
5079,5.7812033,3.3988662,2.1141334,2.1695535,SV
5081,20.30279,5.3252234,3.5063367,3.5804107,SV
5083,2.175816,4.603047,2.8055928,2.6442711,tf_dense
5085,1.7282237,2.1145267,2.8687947,2.8509076,tf_dense
5087,4.877574,5.61549,3.0967076,3.2307088,SV
5089,1.8805895,2.9304714,1.7755959,1.7940234,SV
5091,1.4383842,3.4088016,1.2042437,1.2224731,SV
5093,11.86441,10.919477,11.623645,11.768288,LR
5095,5.551483,8.436857,4.6542034,4.68768,SV
5097,6.6040187,5.0059094,4.4752283,4.456377,XGBR
5099,4.4411826,5.618154,4.0605435,3.9617121,XGBR
5101,1.5248805,1.3044871,0.93746614,1.0312569,SV
5103,6.28216,3.03216,5.088168,5.2125025,LR
5105,4.6481543,5.462571,5.3689594,5.4042044,tf_dense
5107,3.0535605,4.4419885,2.9362094,2.7065306,XGBR
5109,2.8038743,3.6534066,5.4618845,5.467718,tf_dense
5111,4.4088607,2.877173,2.8276172,2.9093232,SV
5113,5.881335,11.115476,6.5755353,6.507088,tf_dense
5115,1.012659,0.70090175,1.3663013,1.330615,LR
5117,8.561237,2.7764168,4.5736847,4.570753,LR
5119,2.2088523,1.6186316,1.4618319,1.5571648,SV
5121,1.818435,1.3443364,0.9716819,0.98656976,SV
5123,11.746602,8.458478,8.954434,9.154744,LR
5125,0.9599267,0.6876596,1.5019577,1.5712831,LR
5127,7.8268075,3.2778554,3.2933793,3.2984104,LR
5129,2.9258125,1.4018099,2.1409705,2.2166176,LR
5131,0.99474823,2.1812785,1.5185848,1.535905,tf_dense
5133,3.6811676,0.82680595,0.855533,0.8563783,LR
5135,1.8520694,1.0925605,1.7173872,1.779,LR
5137,0.9321474,2.1229522,0.9544122,0.9535279,tf_dense
5139,5.705405,5.2518206,3.2696407,3.3405497,SV
5141,1.9710239,52.70356,1.6166074,1.6375856,SV
5143,4.547878,4.4521937,2.5623693,2.570716,SV
5145,8.254308,13.735306,15.526207,15.514267,tf_dense
5147,1.3235455,3.4162111,1.2977381,1.3434447,SV
5149,3.807293,2.3925471,1.8960409,2.0031805,SV
6001,3.423153,3.1106043,3.1646187,3.2872148,LR
6003,7.4181767,2.0028245,3.3776097,3.3842642,LR
6005,6.5897183,7.160731,1.589639,1.6285565,SV
6007,3.652642,0.8893774,1.5829232,1.5868709,LR
6009,3.2132885,2.683333,1.630431,1.5933613,XGBR
6011,1.3680917,2.2722476,1.9019151,1.7683638,tf_dense
6013,4.057364,3.238149,2.5978084,2.6787274,SV
6015,5.1120186,10.590257,0.8797372,0.8754356,XGBR
6017,1.6616385,1.5301263,1.0237862,1.0575264,SV
6019,3.1185994,1.857334,1.9556086,2.0788338,LR
6021,3.6159468,4.793203,2.3036165,2.3985054,SV
6023,5.783947,1.9834074,2.3659413,2.542211,LR
6025,3.4305544,2.2252984,2.4211774,2.5294073,LR
6027,4.2458067,3.3351455,0.64593357,0.66765463,SV
6029,1.107432,1.297856,1.9972343,1.9964643,tf_dense
6031,10.707838,11.0530615,10.617389,10.584463,XGBR
6033,2.1362498,2.341787,1.7423198,1.7666018,SV
6035,2.9384058,2.2361488,1.8418088,1.8658899,SV
6037,1.7849025,0.9449737,0.7919517,0.8544078,SV
6039,5.2477,1.2690941,2.9363508,2.9813094,LR
6041,2.5959392,1.6778578,1.1041725,1.1943104,SV
6043,5.5696225,3.4975998,2.9541206,3.059144,SV
6045,3.0410457,2.7846286,2.3000102,2.4304647,SV
6047,4.1974444,3.4848266,3.9261012,4.0593853,LR
6049,3.093812,3.3639708,2.5238125,2.5233333,XGBR
6051,5.764302,2.057478,3.4317796,3.3568556,LR
6053,1.2825019,0.2761882,0.8415769,0.8869771,LR
6055,2.371029,0.49947575,0.86018926,0.8666454,LR
6057,2.3956337,2.2543697,2.017355,2.0204608,SV
6059,4.001352,3.001412,2.0417407,2.1308482,SV
6061,2.0561068,2.3488288,1.8633895,1.8675759,SV
6063,2.601319,1.0545509,1.3222488,1.3453563,LR
6065,2.1546693,2.089502,1.7014368,1.7004344,XGBR
6067,2.9734037,2.3801525,2.5557952,2.5609334,LR
6069,0.55386275,0.47269523,1.3330507,1.3595374,LR
6071,1.640793,1.8393075,1.8753549,1.870517,tf_dense
6073,3.5688646,2.8798156,2.3450382,2.3261306,XGBR
6075,6.0317593,3.2098613,1.4752036,1.5954567,SV
6077,1.2710655,0.91756415,2.1071634,2.3119197,LR
6079,1.0556657,0.9057381,1.1316499,1.138913,LR
6081,5.583764,2.8677309,1.1821923,1.1999778,SV
6083,6.918609,3.4744463,1.3769233,1.4622333,SV
6085,3.4339983,2.965808,1.4099687,1.4200442,SV
6087,4.1893134,3.22802,2.2317555,2.2359068,SV
6089,4.6585655,4.4844637,4.3778076,4.383274,SV
6091,11.0828905,9.898075,7.7521353,7.9873114,SV
6093,2.2183921,2.6724122,4.3087916,4.2042756,tf_dense
6095,2.105003,1.4361871,1.6392936,1.6458362,LR
6097,3.1907082,2.4161675,1.00851,1.0269467,SV
6099,4.765556,1.2864769,0.90863425,1.1348724,SV
6101,2.1949868,2.2005897,2.768632,2.8530076,tf_dense
6103,0.5384606,0.9698321,0.71433467,0.6950264,tf_dense
6105,1.6873528,2.1738162,2.0258944,1.9958599,tf_dense
6107,4.0454884,3.1923301,3.573849,3.712647,LR
6109,2.232361,0.74874413,1.8679675,2.00286,LR
6111,3.78284,2.6895442,3.1559973,3.298209,LR
6113,4.6409206,4.165019,2.3463335,2.3448553,XGBR
6115,59.33261,38.18811,38.427288,38.48022,LR
8001,2.9545436,2.7917414,2.3950427,2.442588,SV
8003,1.2257812,2.6121337,1.7737293,1.7859648,tf_dense
8005,3.0880318,1.6452549,0.71731085,0.7195738,SV
8007,2.0498466,0.6710228,1.2361269,1.2325042,LR
8009,5.65724,10.656362,3.3585858,3.2281692,XGBR
8011,25.634674,6.866619,8.015388,8.157973,LR
8013,3.0301201,2.1184573,1.139181,1.1784676,SV
8014,13.363075,5.360125,2.2563941,2.2603881,SV
8015,1.4690264,2.8776565,1.2942934,1.2629553,XGBR
8017,7.0282497,3.680371,2.134404,2.1647646,SV
8019,2.546462,0.74304473,1.8381836,1.8355448,LR
8021,0.7677011,3.5752158,0.6618454,0.7129654,SV
8023,6.461851,7.1019797,4.207946,4.4134617,SV
8025,5.9374104,11.030787,9.924506,9.944917,tf_dense
8027,4.983462,2.130346,0.791453,0.7654555,XGBR
8029,3.4343145,2.2153068,2.871025,3.0430667,LR
8031,14.764136,82.47088,76.65878,75.98872,tf_dense
8033,14.213162,20.28817,16.51652,16.483435,tf_dense
8035,4.8972006,3.9302871,1.8578194,1.9078201,SV
8037,8.428166,7.677543,6.669691,6.770877,SV
8039,5.41916,1.0742625,2.5395849,2.521623,LR
8041,2.6651506,2.162209,1.1185137,1.1631846,SV
8043,3.154801,2.714603,2.221974,2.247864,SV
8045,5.715084,3.419909,2.314586,2.3205786,SV
8047,2.4298346,2.5609713,4.6297007,4.6263943,tf_dense
8049,4.982542,2.1384099,0.80219984,0.857689,SV
8051,2.5474303,1.8796318,1.0610234,1.0672681,SV
8053,2.9261553,1.8474033,2.257172,2.3208764,LR
8055,2.1272886,5.4999514,1.1164114,1.1240188,SV
8057,4.909498,10.167849,13.2063,13.18911,tf_dense
8059,3.257466,2.699436,1.3920575,1.4265914,SV
8061,2.182038,3.1206818,5.306256,5.3190975,tf_dense
8063,4.0789523,1.4341003,2.343582,2.3944201,LR
8065,2.4438567,2.4824126,1.3701036,1.3555158,XGBR
8067,2.020535,0.47147554,0.93195665,0.9646467,LR
8069,2.065008,7.520853,0.8206556,0.8228083,SV
8071,2.0000298,2.7374425,2.5924318,2.6508846,tf_dense
8073,4.182898,3.0868914,2.432334,2.5010846,SV
8075,6.846778,4.033146,3.326985,3.3798008,SV
8077,1.9313827,2.3810542,2.3078132,2.3364842,tf_dense
8079,5.77688,2.1025658,2.731495,2.9369323,LR
8081,17.780617,3.5206702,8.890882,9.140459,LR
8083,1.7367313,1.9562647,0.7595488,0.71522677,XGBR
8085,1.2318673,2.6362424,1.5436784,1.5330074,tf_dense
8087,3.3528917,2.661817,2.5410497,2.5773358,SV
8089,1.4745288,1.4566385,2.1720219,2.1680176,LR
8091,2.538865,2.2103622,2.7550917,2.726378,LR
8093,3.4637525,4.617362,2.6003282,2.5805528,XGBR
8095,2.0020711,1.5958151,2.1414003,2.290915,LR
8097,5.493077,3.1150846,1.6206261,1.6973314,SV
8099,1.1054906,1.0203539,1.7560065,1.7249736,LR
8101,1.55788,1.6397814,1.0462501,1.0527054,SV
8103,4.5964084,5.6643066,2.5935848,2.6107953,SV
8105,11.961707,10.322109,1.4107301,1.3487192,XGBR
8107,2.990571,2.6232529,1.630912,1.6028538,XGBR
8109,4.0080147,3.3145595,2.713237,2.6175683,XGBR
8111,9.990172,6.8686304,4.4715276,4.464543,XGBR
8113,3.1931348,2.4075503,1.724108,1.7426225,SV
8115,5.7756996,2.6535387,3.4974296,3.5066411,LR
8117,1.3132198,1.696286,0.53959817,0.5371557,XGBR
8119,4.5374355,3.4947712,2.060395,2.0592992,XGBR
8121,2.2010696,4.907817,3.8466818,3.8260856,tf_dense
8123,2.607582,0.62551206,1.2907836,1.3496912,LR
8125,3.9429915,3.0024328,1.1019156,1.1010692,XGBR
9001,2.982968,1.2026234,2.2658684,2.458683,LR
9003,2.1591396,1.7317213,2.4801226,2.5806541,LR
9005,1.7315049,0.88169706,0.8088147,0.8540385,SV
9007,0.89108247,0.5329348,0.39772624,0.39766595,XGBR
9009,2.789532,2.2614093,3.1559088,3.324616,LR
9011,0.66595405,0.68080336,1.1397353,1.2157971,tf_dense
9013,2.2236915,8.288452,1.500632,1.6145399,SV
9015,3.6423292,3.0563314,1.5117681,1.4982657,XGBR
10001,2.9583056,2.5550072,5.051352,5.2695518,LR
10003,8.228527,4.857547,10.317766,10.3341875,LR
10005,13.644332,4.280986,11.495201,11.804752,LR
11001,1.6781251,1.5270975,1.6182735,1.6582301,LR
12001,89.850174,114.30859,100.521835,100.34402,tf_dense
12003,4.744155,4.811855,4.105849,4.17235,SV
12005,4.7450075,3.5566509,2.9624064,3.1284056,SV
12007,1.0891728,3.143558,1.0046306,1.0078162,SV
12009,0.69411993,1.064635,0.60391176,0.6071498,SV
12011,4.7428126,3.4434943,2.8682106,2.956764,SV
12013,13.537773,3.184443,5.3688087,5.5837493,LR
12015,0.6894647,1.8227257,2.4594772,2.5379236,tf_dense
12017,0.32235146,0.53986883,0.6981955,0.6644493,tf_dense
12019,2.0078404,0.50999486,0.5182366,0.5222694,LR
12021,4.539532,5.055414,4.6272984,4.6785474,tf_dense
12023,1.6359637,3.449536,4.3484435,4.364799,tf_dense
12027,1.0384982,1.6023947,1.875789,2.0070097,tf_dense
12029,3.5851192,2.1444256,3.0204873,3.0642967,LR
12031,3.9326005,4.528109,5.2447267,5.247678,tf_dense
12033,1.1399925,1.8924773,2.493918,2.5693476,tf_dense
12035,4.1838703,5.435297,5.619782,5.6705713,tf_dense
12037,15.615925,17.374907,3.0165122,3.1386025,SV
12039,3.7219682,2.299865,2.3984687,2.5051098,LR
12041,3.824364,6.016429,6.95846,6.926718,tf_dense
12043,7.901494,1.0400599,0.68681383,0.65983236,XGBR
12045,2.087755,11.106167,2.9960885,3.1252272,tf_dense
12047,2.374532,1.6782516,1.4778365,1.5635798,SV
12049,2.1905444,1.8303487,2.3371532,2.35121,LR
12051,6.209322,4.239403,4.9579434,5.1816435,LR
12053,1.0127635,1.9553684,1.5110134,1.5450073,tf_dense
12055,0.703374,2.3810477,2.0198913,2.0151644,tf_dense
12057,3.5025516,3.4224026,2.9772966,3.0310378,SV
12059,9.245357,10.039253,9.080691,9.029434,XGBR
12061,3.3412008,4.3436832,3.0616488,3.1586304,SV
12063,2.535583,2.889681,2.1304715,2.088778,XGBR
12065,2.134515,5.7776437,1.0140958,1.0068129,XGBR
12067,4.1278505,6.3837776,3.670852,3.747972,SV
12069,1.8084038,2.9280927,2.8208983,2.8724573,tf_dense
12071,2.0799894,2.7812061,2.34789,2.3953824,tf_dense
12073,0.44956523,1.7914636,0.3600007,0.3787124,SV
12075,2.205856,2.579419,3.4633398,3.5260937,tf_dense
12077,15.86212,14.803785,10.810921,10.86785,SV
12079,1.9580506,2.6619902,1.0182056,1.0601778,SV
12081,2.6632535,3.0914478,2.4790053,2.5229123,SV
12083,0.7703939,1.6196628,1.743671,1.8232547,tf_dense
12085,2.0434594,1.7956097,1.7192307,1.7989404,SV
12086,1.1767825,1.4761455,2.801617,2.8703241,tf_dense
12087,1.7977085,1.7749459,1.2767861,1.2840658,SV
12089,1.9467568,2.3124077,2.5855596,2.6521518,tf_dense
12091,0.71759707,1.1217649,1.5612117,1.570277,tf_dense
12093,1.5608258,1.6374245,1.3096673,1.308129,XGBR
12095,2.6772738,2.6623504,3.1180756,3.1833925,LR
12097,1.391593,2.482986,2.811655,2.872259,tf_dense
12099,3.8626497,1.8311404,0.6602313,0.6549125,XGBR
12101,0.73931634,2.2347667,2.2407007,2.279809,tf_dense
12103,1.1731908,1.7550633,2.385021,2.4225042,tf_dense
12105,2.203074,3.727028,4.3552175,4.406163,tf_dense
12107,1.7823421,6.938129,1.2083588,1.2001716,XGBR
12109,2.578867,6.1151648,6.8969474,6.957055,tf_dense
12111,4.4350243,5.912681,6.517643,6.5811453,tf_dense
12113,1.0376189,1.5285205,2.2359366,2.268353,tf_dense
12115,9.1866865,4.169058,1.6026822,1.6419839,SV
12117,2.3755422,2.279838,1.9637767,2.00359,SV
12119,1.5260888,0.6330042,1.5938882,1.6800423,LR
12121,6.3885064,3.3081305,2.7853932,2.9275532,SV
12123,5.480738,3.023376,4.2682605,4.456484,LR
12125,3.62465,5.250801,6.27374,6.3733444,tf_dense
12127,12.16362,8.47974,6.557911,6.5615683,SV
12129,3.9154053,1.8812551,1.6670728,1.6642716,XGBR
12131,3.9589703,2.8195572,4.600088,4.6437783,LR
12133,2.7469223,1.8497103,3.672945,3.7965856,LR
13001,1.7825351,2.0086045,1.9659092,1.952513,tf_dense
13003,2.665339,2.4534776,3.102502,3.2583375,LR
13005,5.332503,2.459215,1.6542696,1.7510221,SV
13007,6.4291396,7.2053475,5.5742936,5.545818,XGBR
13009,1.6678433,0.93367326,1.2365159,1.2843777,LR
13011,6.682605,6.400274,6.944917,7.0897875,LR
13013,2.0222805,3.5122237,2.9225693,2.8380415,tf_dense
13015,0.47672206,1.6326,1.1842879,1.1758199,tf_dense
13017,4.9537253,2.5587099,2.3778222,2.4360013,SV
13019,3.8683586,5.1698937,1.7246984,1.751644,SV
13021,0.41691485,0.9133376,1.5204444,1.5206302,tf_dense
13023,11.152705,9.012977,9.705678,9.871035,LR
13025,5.252626,42.594864,5.366935,5.446365,tf_dense
13027,2.7642424,1.1613024,1.6154832,1.6131732,LR
13029,3.1273708,4.449027,3.867131,3.9213867,tf_dense
13031,1.0360665,0.9201315,1.1762384,1.2081553,LR
13033,13.653365,3.8514924,2.5332522,2.6761434,SV
13035,3.4121845,4.0148005,4.845479,4.936422,tf_dense
13037,7.07964,3.6493044,5.0782228,5.1368976,LR
13039,5.371279,5.499267,4.345211,4.376661,SV
13043,7.571059,4.750163,1.6651624,1.6771843,SV
13045,0.540733,1.5339516,2.7525206,2.8141317,tf_dense
13047,1.1290331,0.8668734,0.7165097,0.6891418,XGBR
13049,8.309785,8.708718,8.159006,8.248184,SV
13051,1.7323669,2.039756,2.8369184,2.8801594,tf_dense
13053,2.8854206,3.2678242,3.309348,3.3829436,tf_dense
13055,2.7984939,2.0587516,1.6141962,1.6141865,XGBR
13057,1.1483457,1.8784065,1.1030792,1.09195,XGBR
13059,1.6924452,1.3314823,1.5759416,1.6712722,LR
13061,21.978659,17.887259,16.14272,16.41456,SV
13063,0.9614481,1.7788413,0.7622462,0.7827289,SV
13065,4.516678,5.7575474,4.7479825,4.738241,tf_dense
13067,0.8990362,1.0192388,1.8847681,1.9499576,tf_dense
13069,4.064111,4.9059534,4.930692,5.027543,tf_dense
13071,3.4414558,2.1844578,0.9016795,0.984619,SV
13073,8.909377,7.17553,6.9206963,7.068047,SV
13075,7.051175,1.1375169,0.95029604,0.946331,XGBR
13077,1.8893782,2.5970213,2.7323332,2.7462611,tf_dense
13079,7.838003,3.144533,5.438565,5.647371,LR
13081,3.203211,3.221982,5.5117617,5.4873853,tf_dense
13083,4.23385,6.2325163,2.6413748,2.6216023,XGBR
13085,1.6588337,2.2001796,2.3337882,2.4724672,tf_dense
13087,3.1263092,1.3807712,2.4991884,2.5144565,LR
13089,4.1443143,1.7772563,1.7243111,1.9187417,SV
13091,2.808879,2.0371652,2.6777906,2.7881887,LR
13093,11.39405,10.909127,9.836216,9.988483,SV
13095,2.4726267,1.9458687,3.152958,3.1762493,LR
13097,4.702657,4.985839,5.912946,5.9681816,tf_dense
13099,11.095755,9.1687565,9.257003,9.318895,LR
13101,34.42302,0.37542927,0.0,0.8058164,SV
13103,3.700922,2.953254,2.9963095,3.040231,LR
13105,2.7895904,1.2653086,2.358071,2.44729,LR
13107,2.3205662,1.0167994,1.4306905,1.3584608,LR
13109,2.0733404,4.6657524,1.3025409,1.4298122,SV
13111,4.120295,7.3244205,6.915412,6.960714,tf_dense
13113,3.585258,6.1625433,7.9186635,7.9635305,tf_dense
13115,1.4364742,2.0352862,2.4481826,2.5062058,tf_dense
13117,7.428879,9.011216,6.4210987,6.4159617,XGBR
13119,2.7708578,2.988487,0.766323,0.77818805,SV
13121,0.4572433,0.8882988,1.0566831,1.0636501,tf_dense
13123,1.2320235,1.7420037,0.5731462,0.6075705,SV
13125,7.6379642,12.398501,6.3543267,6.3129053,XGBR
13127,2.175343,0.87831223,0.7798406,0.78380686,SV
13129,2.8720784,3.4958944,2.269966,2.3169074,SV
13131,12.656534,12.114978,11.992082,12.098358,SV
13133,4.765864,5.583513,5.086566,5.1256804,tf_dense
13135,3.5470188,2.2664945,1.3708436,1.3622733,XGBR
13137,1.1209269,1.0487223,1.1699369,1.1707069,LR
13139,3.595737,2.1764596,2.5723035,2.6472073,LR
13141,7.6343493,1.2102234,3.2819514,3.505808,LR
13143,2.7066836,4.6184936,4.043066,3.8503268,tf_dense
13145,0.7951124,2.6743848,4.7152987,4.718727,tf_dense
13147,0.9796926,3.326086,1.6287614,1.6238722,tf_dense
13149,7.093145,4.715552,5.786425,5.958272,LR
13151,1.0700543,1.6768879,3.9538457,4.0518837,tf_dense
13153,2.2027426,1.7211821,2.659666,2.7211292,LR
13155,3.5645359,4.9729,5.1156697,5.2943826,tf_dense
13157,3.120167,4.135789,2.2311146,2.2159915,XGBR
13159,9.292223,8.615484,7.7037973,7.79605,SV
13161,3.3403225,5.259295,4.405444,4.3866754,tf_dense
13163,2.655635,3.590848,4.52432,4.59008,tf_dense
13165,2.499101,4.2856784,3.227896,3.2185946,tf_dense
13167,1.5556521,1.3776933,1.5355,1.5143317,LR
